DepartureCode,ArrivalCode,LowestPriceUSD,AveragePriceUSD,CheapestMonth
LAS,DAY,185.374,297,October,
HPN,DAY,151.778,231,November,
DEN,DAY,151.281,209,October,
MHT,DAY,164.919,280,October,
PBI,DAY,236.081,379,November,
MDW,DAY,189.05,227,November,
SNA,DAY,189.896,359,October,
TUS,DAY,200.05,352,December,
DEL,DAY,1476.66,1477,May,
BPT,DAY,291.418,303,October,
RDU,DAY,152.577,263,October,
MSY,DAY,153.042,289,October,
LHR,DAY,1353.48,1375,May,
JFK,DAY,193.125,254,October,
CHA,DAY,120.267,170,October,
NRT,DAY,1893.6,1894,January,
YVR,DAY,492.206,492,November,
OAK,DAY,217.777,457,November,
OKC,DAY,167.224,297,November,
JNB,DAY,1665.48,1665,June,
SEA,DAY,640.796,641,November,
ACT,DAY,293.906,309,October,
YUL,DAY,370.685,371,October,
BTR,DAY,189.481,516,October,
MAA,DAY,1530.43,1530,October,
BUF,DAY,139.487,209,October,
BDL,DAY,,,,
RST,DAY,372.409,372,April,
PVD,DAY,160.446,160,November,
PSP,DAY,199.843,306,October,
TUL,DAY,163.436,243,October,
RSW,DAY,286.127,286,May,
HND,DAY,10717.1,10717,January,
BOS,DBQ,447.65,448,October,
SNA,DBQ,334.15,334,November,
MHT,DBQ,497.8,498,October,
ONT,DBQ,429.65,430,November,
ORD,DBQ,191.496,251,October,
LGB,DBQ,442.907,443,November,
YYZ,DBV,972.77,1617,May,
IAD,DBV,1016.41,1281,December,
JFK,DBV,865.135,1188,December,
EWR,DBV,903.031,1921,December,
BUF,DBV,1394.17,1866,May,
ORD,DBV,1195.54,1200,March,
ATL,DBV,1340.14,1343,December,
BWI,DBV,1698.22,2939,June,
SFO,DBV,1664,4414,October,
PHX,DBV,2677.38,2677,October,
DCA,DBV,1748.22,1854,June,
PHL,DBV,858.778,2836,October,
IAH,DBV,1244.94,1245,November,
BOS,DBV,1280.66,2246,January,
YTZ,DBV,1068.03,1068,May,
YUL,DBV,1014.27,1014,October,
BHM,DBV,1478.6,1479,April,
YKF,DBV,4301.36,4301,May,
YYZ,DEL,716.316,945,July,
YTZ,DEL,934.9,1168,November,
BUF,DEL,1243.92,1606,October,
YUL,DEL,670,920,November,
MCI,DEL,906.83,1298,November,
YVR,DEL,946.967,1258,November,
LAX,DEL,768.73,941,October,
JFK,DEL,815.592,1206,December,
EWR,DEL,876.95,1463,November,
YKF,DEL,1248.49,2445,November,
IAD,DEL,851.471,1467,November,
DCA,DEL,862.181,1670,November,
LGA,DEL,1135.83,1883,November,
PHL,DEL,998.28,1604,November,
ORD,DEL,464.28,1068,November,
ATL,DEL,1062.51,1563,October,
YYC,DEL,1083.82,1224,November,
SGF,DEL,1254.46,1572,November,
DTW,DEL,661.78,1171,February,
YYJ,DEL,1108.83,1326,November,
SNA,DEL,912.53,1133,January,
BWI,DEL,953.79,1723,December,
SFO,DEL,1050.86,1394,November,
DFW,DEL,1267.34,1477,December,
SJC,DEL,1150.54,1259,November,
YEG,DEL,921.88,922,January,
BUR,DEL,912.53,1212,January,
YOW,DEL,1030.77,1031,December,
YQG,DEL,554.259,1104,February,
LGB,DEL,1256.9,1485,November,
HNL,DEL,1559.1,3212,January,
LHR,DEL,576.48,643,June,
PHX,DEL,1251.43,1260,January,
MHK,DEL,1154.85,1158,November,
LAS,DEL,1094.63,1137,January,
YHM,DEL,1526.51,3068,October,
OAK,DEL,1158.54,1219,November,
DAL,DEL,1505.39,1803,December,
LGW,DEL,521.34,700,June,
MDW,DEL,908.1,1189,January,
YCD,DEL,1132.95,1716,November,
LCY,DEL,606.61,822,June,
TOL,DEL,909.3,1593,February,
BHM,DEL,1228.33,2090,October,
YKA,DEL,1721.65,1722,May,
MCO,DEL,1011.86,1390,March,
PDX,DEL,1240.32,1483,November,
ONT,DEL,1245.99,1372,January,
MAA,DEL,191.32,300,October,
BOS,DEL,1470.71,1471,December,
PIT,DEL,1176.17,1176,October,
SEA,DEL,930.03,1291,November,
HPN,DEL,1363.33,3002,January,
BNA,DEL,1856.7,1857,December,
AKL,DEL,1901.18,1977,November,
XDS,DEL,1429.26,1437,December,
CMH,DEL,,,,
OKC,DEL,1875.32,2029,December,
JAX,DEL,979.568,980,March,
LAS,DEN,49.1217,155,October,
MCO,DEN,148.9,292,July,
ORD,DEN,127.1,191,October,
ATL,DEN,100.373,226,November,
LAX,DEN,89.0916,200,October,
SNA,DEN,79.1925,182,November,
IND,DEN,69.6604,249,November,
LGA,DEN,100.319,261,October,
SAN,DEN,97.6257,138,April,
EWR,DEN,136.052,460,November,
JAX,DEN,196.05,395,November,
JFK,DEN,126.86,371,November,
DCA,DEN,100.373,418,November,
SLC,DEN,49.0385,147,October,
PSP,DEN,80.0501,299,October,
YEG,DEN,251.706,433,November,
MDW,DEN,77.1543,184,October,
OAK,DEN,95.6,330,November,
SFO,DEN,79.977,241,October,
TPA,DEN,140.854,291,October,
IAH,DEN,75.6,212,November,
IAD,DEN,195.321,422,November,
PHL,DEN,162.55,443,November,
YYZ,DEN,258.276,394,November,
YXE,DEN,385.997,401,October,
CVG,DEN,120.566,283,November,
GEG,DEN,80.1599,191,October,
LGB,DEN,121.05,296,October,
PHX,DEN,34.8457,101,October,
MLI,DEN,181.05,325,October,
BWI,DEN,164.576,409,November,
OKC,DEN,49.189,152,November,
SJC,DEN,143.079,350,November,
MCI,DEN,48.7216,105,October,
BOS,DEN,146.656,265,December,
YVR,DEN,227.594,349,November,
HSV,DEN,203.55,387,November,
CAK,DEN,191.55,299,November,
BUR,DEN,136.947,284,October,
HOU,DEN,126.796,308,November,
BHM,DEN,188.861,359,November,
CLE,DEN,100.373,176,November,
TUL,DEN,122.98,236,November,
RDU,DEN,124.512,216,October,
MSN,DEN,90.1799,209,November,
CLT,DEN,205.94,374,October,
CLD,DEN,111.589,159,October,
RIC,DEN,139.257,241,November,
YYC,DEN,242.785,364,November,
SEA,DEN,77.974,133,October,
TUS,DEN,110.529,203,October,
AUS,DEN,45.406,184,November,
MEM,DEN,81.0775,188,October,
DTW,DEN,77.89,139,May,
CID,DEN,60.1199,144,November,
FLL,DEN,82.1,240,November,
SAT,DEN,112.129,241,November,
GRB,DEN,236.05,351,November,
ICT,DEN,231.65,275,November,
ROC,DEN,167.65,234,November,
SNA,DFW,102.59,242,November,
LAX,DFW,83.9,228,May,
BWI,DFW,88.1,203,October,
SFO,DFW,128.9,233,May,
ORD,DFW,136.952,216,October,
DCA,DFW,182.15,259,November,
IAD,DFW,171.1,258,October,
SJC,DFW,141.107,267,December,
LGA,DFW,142,340,November,
ATL,DFW,57.1,138,November,
OAK,DFW,83.9,178,May,
JFK,DFW,127.613,349,October,
ONT,DFW,143.1,300,November,
DTW,DFW,139.321,225,December,
PHL,DFW,78.1,217,November,
EWR,DFW,171.075,378,October,
DEN,DFW,47.1,75,October,
MDW,DFW,154.415,352,October,
CAK,DFW,174.905,337,November,
HNL,DFW,383.3,643,November,
ANC,DFW,298.25,574,October,
AUH,DFW,1076.7,1077,December,
YYZ,DFW,199,348,October,
CLE,DFW,89.2746,269,November,
SAV,DFW,265.55,396,November,
LAS,DFW,72.1,146,October,
MSY,DFW,83.0566,139,December,
CVG,DFW,46.4563,117,November,
FLL,DFW,87.1,124,October,
DXB,DFW,1309.83,1310,December,
MLI,DFW,195.776,306,October,
TUS,DFW,122.222,254,October,
GEG,DFW,143.65,287,October,
SYR,DFW,336,507,April,
SYD,DFW,1028.19,1028,January,
MCO,DFW,98.1,200,December,
MYR,DFW,130.55,314,October,
COS,DFW,149.389,197,November,
CWA,DFW,293.75,294,October,
SDF,DFW,141.287,291,October,
MIA,DFW,103.802,224,November,
MKE,DFW,123.65,271,October,
SAN,DFW,82.1,229,October,
MEM,DFW,38.8202,192,October,
OKC,DFW,93.8235,157,October,
OMA,DFW,91.9874,167,November,
PIA,DFW,215.05,350,October,
SBN,DFW,402.171,424,December,
RAP,DFW,218.05,323,October,
MOB,DFW,139.6,236,November,
PHX,DFW,72.5346,164,October,
MSP,DFW,77.1,145,November,
ROC,DFW,156.183,283,November,
OGG,DFW,381.74,678,October,
KOA,DFW,493.568,727,October,
LGB,DFW,277.844,450,October,
YQG,DFW,385.994,702,November,
RIC,DFW,234.118,335,October,
BMI,DFW,226.55,344,November,
SFO,DGO,341.16,487,October,
LAX,DGO,251.17,520,October,
ORD,DGO,356.14,471,October,
OAK,DGO,389.66,602,October,
LAS,DGO,335.02,557,November,
DFW,DGO,392.76,630,October,
SJC,DGO,355.66,611,October,
BUR,DGO,391.17,639,October,
DEN,DGO,542.649,901,October,
SMF,DGO,568.384,568,December,
YYZ,DGO,375.318,651,December,
YYC,DGO,393.816,631,July,
DAL,DGO,499.02,772,October,
YEG,DGO,512.956,739,October,
ATL,DGO,533.517,628,November,
MSP,DGO,484.603,758,October,
SLC,DGO,813.111,836,December,
IAH,DGO,377.023,527,April,
TIJ,DGO,539.741,591,November,
LGB,DGO,414.67,788,October,
IND,DGO,528.773,529,April,
BOI,DGO,829.32,829,November,
PDX,DGO,1013.94,1014,December,
PSP,DGO,339.234,470,November,
PHX,DGO,357.987,459,November,
MXL,DGO,659.911,660,December,
SEA,DGO,714.163,714,October,
EWR,DGO,480.209,628,November,
JFK,DGO,495.411,638,November,
LGA,DGO,492.729,634,November,
OKC,DGO,492.924,586,October,
RDU,DHN,871,871,May,
YYC,DIU,678.321,1395,February,
LHR,DIU,1641.38,1820,February,
IAH,DIU,2044.1,2044,December,
YVR,DIU,2258.79,2592,December,
SFO,DIU,1586.4,1586,May,
YYZ,DIU,1638.14,1638,December,
BEY,DIU,1168.89,1169,May,
NCL,DIU,1731.86,1732,December,
PIT,DIU,2625.15,2625,December,
ORD,DIU,937.154,1383,November,
MSP,DLA,920.28,1228,January,
MCI,DLA,1617.56,1618,December,
JFK,DLA,933.435,1111,November,
IAD,DLA,891.68,1077,November,
EWR,DLA,933.435,1741,November,
DCA,DLA,918.32,1623,November,
YVR,DLA,1273.94,1274,November,
PHL,DLA,1585.31,3245,October,
LGA,DLA,1313.3,1875,December,
SGF,DLA,1658.49,1658,December,
IAH,DLA,1204.46,1204,December,
MCO,DLA,1429.27,1429,October,
BWI,DLA,1662.4,4080,November,
RST,DLA,4645.26,5219,January,
STL,DLA,1511.62,1512,December,
HOU,DLA,1513.46,1513,December,
YTZ,DLA,1273.85,1334,November,
YYZ,DLA,912.76,1092,October,
DAB,DLA,2044.23,2044,October,
FRA,DLA,995.49,995,December,
STC,DLA,1560.54,2229,November,
MHK,DLA,6599.58,6600,December,
FOE,DLA,2011.37,2011,December,
ZYR,DLA,2369.89,2370,November,
BRU,DLA,793.335,793,November,
TPA,DLA,1498.86,1499,October,
TXL,DLA,902.615,903,December,
LOS,DLA,502.307,502,December,
ACY,DLA,1618.7,1619,October,
YCD,DLA,1597.15,1597,November,
HPN,DLA,1874.46,1874,December,
MLB,DLA,2147.67,2148,October,
LEJ,DLA,1758.43,1758,December,
SPI,DLA,3130.61,3131,December,
RDU,DLH,562.6,563,May,
LHR,DLM,140.96,313,October,
LGW,DLM,52.1048,243,October,
STN,DLM,52.0986,398,October,
GLA,DLM,63.5875,271,October,
LCY,DLM,352.71,1053,November,
EDI,DLM,70.4133,157,October,
DTW,DLM,1189.7,1193,October,
VIE,DLM,416.996,417,October,
HUY,DLM,601.949,602,July,
LTN,DLM,55.0932,55,October,
YQG,DLM,1204.2,1204,November,
NCL,DLM,3582.1,3582,October,
IAH,DMM,724.78,881,May,
PHX,DMM,1174.7,1251,December,
ORD,DMM,1036.15,1036,May,
HOU,DMM,895.88,1345,May,
TUS,DMM,1311.45,1435,December,
DFW,DMM,1272.96,1273,May,
MDW,DMM,1270.31,1270,May,
DAL,DMM,1226.58,1227,May,
SBN,DMM,1481.87,1482,May,
CLL,DMM,1893.77,1894,July,
BAH,DNK,898.318,898,May,
VIE,DNZ,416.996,417,October,
LCY,DNZ,,,,
LHR,DNZ,,,,
STN,DNZ,,,,
YYZ,DOH,766.538,857,January,
DCA,DOH,772.73,780,November,
ATL,DOH,883.46,954,October,
IAD,DOH,601.89,700,November,
BWI,DOH,758.226,781,November,
DEN,DOH,1053.95,1079,October,
DFW,DOH,886.46,922,December,
YTZ,DOH,801.143,1268,February,
LAX,DOH,848.8,849,October,
IAH,DOH,910.58,911,October,
ORD,DOH,1226.51,1227,December,
MAN,DOH,661.9,662,November,
DAL,DOH,917.23,995,December,
ROC,DOH,947.813,1373,February,
SYR,DOH,1170.45,1424,February,
TYS,DOH,1088.36,1125,November,
BUF,DOH,1174.09,1340,February,
HSV,DOH,1091.27,1177,October,
LGA,DOH,965.24,966,November,
LHR,DOH,636.901,637,October,
JFK,DOH,800.201,869,November,
EWR,DOH,800.201,835,November,
LGW,DOH,622.594,623,October,
PHL,DOH,850.186,860,November,
BUR,DOH,1157.94,1158,October,
BHM,DOH,1084.89,1265,October,
YXU,DOH,948.722,1378,January,
HOU,DOH,1004.8,1005,October,
STN,DOH,565.493,565,October,
COS,DOH,1223.61,1240,October,
GRK,DOH,1102.81,1103,November,
OKC,DOH,1102.81,1104,November,
LGB,DOH,1478.93,1479,October,
SNA,DOH,1185.57,1186,October,
TYR,DOH,1102.81,1103,November,
SBA,DOH,1185.57,1186,October,
YKF,DOH,1503.83,1504,January,
YHM,DOH,2271.4,2305,January,
MKE,DOH,1687.47,1687,December,
MSN,DOH,1687.47,1687,December,
AUS,DOH,982.225,982,October,
LAR,DOH,1334.5,1335,October,
LCY,DOH,804.246,804,October,
ONT,DOH,1286.66,1287,October,
CLL,DOH,2405.89,2406,October,
LCH,DOH,1055.33,1055,October,
CHA,DOH,2032.45,2032,November,
YYZ,DPS,1188.64,1189,October,
LAX,DPS,941.5,1137,November,
ATL,DPS,1289.46,1594,February,
MSY,DPS,1344.84,1416,October,
AUS,DPS,1259.26,1654,October,
EWR,DPS,857.8,909,October,
JFK,DPS,857.8,1074,October,
SEA,DPS,1623.5,1624,December,
LGA,DPS,1197.36,2012,October,
PHL,DPS,1413.64,1463,November,
BUF,DPS,1600.87,1601,October,
PHX,DPS,1826.08,1826,July,
IAH,DPS,1043.04,1043,November,
ORD,DPS,875.43,875,October,
CGK,DPS,103.17,228,December,
BNE,DPS,652.7,653,October,
HNL,DPS,1042.52,1043,March,
ICN,DPS,836.91,837,December,
MSO,DPS,1550.91,1824,October,
HOU,DPS,1551.94,1552,November,
DRW,DPS,329.9,330,November,
PER,DPS,310.11,310,January,
ADL,DPS,394.44,394,March,
SYD,DPS,480,480,October,
SAT,DPS,1473.88,1938,January,
SNA,DPS,1623.2,3192,November,
BHM,DPS,1517.29,3734,February,
YKF,DPS,3430.6,3431,October,
IAD,DPS,1430.87,1488,October,
FRA,DPS,768.06,768,May,
DCA,DPS,1684.64,1848,October,
TAE,DPS,1243.07,1243,December,
GRU,DPS,2659.24,2659,December,
KUL,DPS,186.27,186,April,
MCY,DPS,1111.91,1112,October,
SIN,DPS,242.388,242,November,
LBA,DPS,1723.59,1724,August,
SZB,DPS,812.928,813,April,
OOL,DPS,1027.92,1028,October,
SBN,DPS,2451.46,2451,October,
TUS,DPS,2415.51,2416,July,
YVR,DPS,3008.71,3009,December,
GRK,DPS,1585.58,1784,October,
PDX,DPS,3096.18,3096,December,
YTZ,DPS,1930.68,1931,October,
FCA,DPS,2020.94,2021,October,
JHB,DPS,342.096,342,April,
GEG,DPS,1733.26,1733,October,
KUA,DPS,402.413,402,April,
MKK,DPS,1859.83,1860,March,
OGG,DPS,1392.15,1392,March,
BUR,DPS,3028.5,3029,November,
DCA,DRO,549,549,November,
DFW,DRO,464.65,465,December,
MIA,DRO,660.75,661,December,
PIT,DRO,505.15,505,November,
FLL,DRO,690.75,691,December,
BWI,DRO,567,567,November,
IAD,DRO,549,549,November,
ACT,DRO,778.284,778,December,
EWR,DRO,516.538,517,November,
OKC,DRO,466.792,467,December,
PHL,DRO,716.579,717,November,
PBI,DRO,609.48,609,December,
LGA,DRO,632.055,632,November,
DAL,DRO,665.4,665,December,
IAH,DRS,1552.8,1553,December,
PHL,DRS,1199.78,1200,November,
EWR,DRS,1071.42,1071,November,
JFK,DRS,761.225,761,November,
LGA,DRS,1071.42,1071,November,
BNE,DRW,221.41,221,November,
PER,DRW,810,810,July,
OOL,DRW,620.326,620,November,
PHX,DSM,207.6,278,November,
LGA,DSM,188.55,354,October,
ROA,DSM,371.65,400,October,
IAH,DSM,140.649,249,October,
DEN,DSM,90.5166,155,February,
EWR,DSM,194.023,369,October,
DCA,DSM,130.83,252,October,
CLT,DSM,143.973,241,December,
IAD,DSM,130.83,258,October,
DFW,DSM,133.2,233,November,
SFO,DSM,178,349,October,
RDU,DSM,155.599,311,December,
PHL,DSM,267.807,377,October,
MDW,DSM,263.58,497,May,
HOU,DSM,192.129,337,October,
BWI,DSM,197.166,306,October,
ATL,DSM,191.55,310,October,
ORD,DSM,167.554,236,May,
LAX,DSM,133.65,193,November,
LAS,DSM,243.65,273,November,
DAL,DSM,140.1,249,November,
TPA,DSM,456.917,457,March,
CAE,DSM,178.55,179,October,
HPN,DSM,193.55,445,October,
CLL,DSM,308.673,311,January,
SRQ,DSM,629.2,629,March,
SNA,DSM,132.892,190,November,
GSP,DSM,156.493,410,December,
BPT,DSM,309.347,336,October,
OAK,DSM,265,450,October,
TUS,DSM,305.434,332,November,
BUR,DSM,178.05,386,November,
ACT,DSM,313.472,313,November,
CHA,DSM,386.225,393,October,
BHM,DSM,264.163,345,October,
SBN,DSM,228.629,328,December,
COS,DSM,310.303,333,November,
JFK,DSM,322.6,374,October,
OKC,DSM,122.352,122,November,
TTN,DSM,1436.35,1436,November,
LGB,DSM,171.05,341,November,
PSP,DSM,343.768,484,November,
SJC,DSM,237,469,October,
PHX,DTM,1268.9,1269,November,
LGA,DTM,1390.5,1391,October,
EWR,DTM,1381.8,1382,October,
ORD,DTM,1345.7,1346,November,
LGB,DTM,4943.5,4944,October,
SNA,DTM,1798,1798,October,
LAX,DTM,1456.4,1456,October,
ONT,DTM,1415.5,1416,October,
BUR,DTM,1423.5,1424,October,
LGA,DTW,121.043,291,October,
EWR,DTW,107.288,207,October,
IAD,DTW,14.6719,168,October,
DCA,DTW,151.304,265,October,
JFK,DTW,106.827,217,November,
BWI,DTW,93.89,193,November,
TPA,DTW,88.1,220,November,
SFO,DTW,147.2,402,November,
BOS,DTW,68.99,153,November,
PHL,DTW,122.833,290,December,
YUL,DTW,,,,
LAX,DTW,127.1,320,October,
OAK,DTW,154.1,318,November,
CLT,DTW,150.002,355,November,
IAH,DTW,86.6,199,November,
SEA,DTW,155.1,383,October,
GSP,DTW,150.585,307,October,
DEN,DTW,82.1,197,November,
SNA,DTW,152.986,286,October,
HPN,DTW,310.55,670,November,
BOM,DTW,1045.14,1853,January,
CMB,DTW,1551.43,1581,January,
SJC,DTW,202.241,448,October,
TUL,DTW,157.129,290,October,
DFW,DTW,137.871,263,October,
PDX,DTW,163.963,365,October,
RSW,DTW,121.05,220,October,
MCO,DTW,117.1,232,October,
PBI,DTW,126.597,305,November,
LIT,DTW,187.481,290,November,
MSP,DTW,127.1,251,October,
LAS,DTW,118.1,233,November,
YYZ,DTW,272.461,300,November,
SRQ,DTW,155.1,681,November,
PVD,DTW,132.601,224,October,
RIC,DTW,151.304,256,October,
RDU,DTW,164.275,289,October,
MHT,DTW,132.638,265,November,
LGB,DTW,147.586,469,October,
PHF,DTW,185.62,315,April,
FLL,DTW,83.1,214,November,
MIA,DTW,120.566,238,November,
HOU,DTW,114.607,254,October,
AUS,DTW,196.05,368,November,
ATL,DTW,120.6,274,October,
PHX,DTW,153.058,298,November,
SDF,DTW,153.018,274,November,
OKC,DTW,130.26,347,November,
ORF,DTW,165.797,299,April,
BDL,DTW,172.05,276,November,
BNA,DTW,103.251,158,December,
DAL,DTW,180.151,346,October,
SAT,DTW,247.706,390,November,
COS,DTW,302.153,385,February,
MCI,DTW,57.1,248,November,
TUS,DTW,199.55,377,November,
JAX,DTW,122.206,168,May,
YVR,DTW,224.284,451,November,
BUF,DTW,136.686,179,November,
BPT,DTW,306.275,350,October,
LAX,DUB,561.525,866,November,
BOS,DUB,624.27,689,November,
JFK,DUB,621.278,800,January,
BUR,DUB,717.222,1024,November,
EWR,DUB,626.744,793,January,
SNA,DUB,686.33,900,November,
LGA,DUB,630.388,817,January,
ORD,DUB,732.37,842,March,
MCO,DUB,616.12,740,October,
RDU,DUB,649.061,952,February,
CLT,DUB,843.99,964,October,
PHX,DUB,784.55,855,May,
STL,DUB,735.99,748,November,
IAD,DUB,724.04,940,January,
TPA,DUB,390.495,1055,April,
DFW,DUB,994.22,1012,December,
BNA,DUB,371.13,645,November,
DCA,DUB,733.87,953,January,
BWI,DUB,787.074,1040,October,
YHZ,DUB,758,758,December,
PHL,DUB,645.926,1062,November,
MSY,DUB,764.287,764,December,
DTW,DUB,756.93,757,November,
SFO,DUB,770.21,799,December,
IAH,DUB,810.462,834,April,
MHT,DUB,877.1,958,December,
MSP,DUB,1177.82,1252,August,
ONT,DUB,987.8,1229,October,
PVD,DUB,831.866,959,December,
PDX,DUB,1001.57,1098,May,
LGB,DUB,717.87,1273,November,
MCI,DUB,1151.06,1151,July,
YOW,DUB,1170.98,1171,May,
AUS,DUB,806.897,807,March,
SYD,DUB,2628,2628,December,
BOI,DUB,922.22,922,October,
HOU,DUB,817.5,1025,April,
LCY,DUB,70.9188,78,November,
SRQ,DUB,756.912,1562,November,
IND,DUB,1092.35,1092,June,
SEA,DUB,882.52,909,October,
SLC,DUB,1116.06,1116,July,
YQG,DUB,779.608,794,November,
LGW,DUB,20.5317,37,October,
CHA,DUB,854.09,854,May,
MAN,DUB,142.29,142,November,
GSO,DUB,787.562,950,February,
ZAG,DUB,504.65,505,November,
GSP,DUB,962.379,1048,October,
LHR,DUB,57.3871,82,October,
TUS,DUB,925.39,996,May,
TLV,DUB,807.18,807,April,
SDF,DUB,711.271,762,November,
DAL,DUB,1101.86,1102,December,
PER,DUB,1246,1246,December,
OKC,DUB,783.472,877,April,
HSV,DUB,903.736,968,May,
SPI,DUB,890.01,890,November,
DNK,DUB,460.484,460,July,
AKL,DUD,236.668,264,December,
MSP,DUD,4266.05,4266,December,
NRT,DUD,2520.75,2521,December,
SYD,DUD,626.759,627,November,
HND,DUD,16962.9,16963,December,
PHX,DUS,1003.19,1003,November,
YYJ,DUS,1538.39,1538,July,
DTW,DUS,911.91,950,November,
DRS,DUS,66,81,November,
TUS,DUS,1074.06,1074,November,
JFK,DUS,887.698,914,November,
EWR,DUS,992.42,1033,October,
YVR,DUS,1531.22,1531,July,
MIA,DUS,945.819,946,November,
SFO,DUS,1216.06,1325,October,
ORD,DUS,753.268,827,January,
CMH,DUS,1245.4,1245,November,
YYZ,DUS,787.71,797,December,
LAX,DUS,906,1082,October,
YQG,DUS,1045.5,1058,December,
TOL,DUS,976.595,982,November,
LAS,DUS,1262.74,1313,November,
LGA,DUS,966,1083,October,
ATL,DUS,1235.08,1411,November,
FLL,DUS,1220.79,1221,November,
DAY,DUS,1322.41,1322,November,
SYD,DUS,1563.2,1563,March,
TXL,DUS,89.98,90,November,
SNA,DUS,1285.7,1286,October,
SEA,DUS,1369.09,1369,November,
BUR,DUS,1523.75,1524,October,
PBI,DUS,1220.79,1221,November,
YKF,DUS,924.054,924,October,
ONT,DUS,1494.2,1494,October,
LGB,DUS,1535.4,1535,October,
PHL,DUS,5461.42,5461,October,
JFK,DXB,859.86,1141,April,
EWR,DXB,872.66,1363,January,
IAD,DXB,944.15,1438,December,
BOM,DXB,320,320,October,
PHL,DXB,1120.55,1579,October,
LGA,DXB,872.66,1471,January,
DCA,DXB,1054.59,1650,January,
DTW,DXB,896.56,1057,December,
BWI,DXB,1597.8,2188,December,
PHX,DXB,1027.34,1560,February,
YQG,DXB,978.203,1092,October,
OMA,DXB,1164.69,1165,February,
DFW,DXB,822.34,823,October,
YYZ,DXB,975.382,1009,March,
CLT,DXB,1332.78,1333,December,
SFO,DXB,1024.34,1266,October,
LAS,DXB,1024.34,1125,October,
DAL,DXB,822.84,838,October,
PNQ,DXB,371.305,378,July,
JNB,DXB,1212.3,1212,December,
MAN,DXB,438.046,525,October,
TOL,DXB,1167.34,1342,December,
ORD,DXB,871.712,1009,February,
LHR,DXB,598.338,672,October,
SMF,DXB,1516.1,1516,July,
RUH,DXB,237.5,238,November,
TUS,DXB,1246.2,1407,October,
DEL,DXB,354.14,354,May,
HEL,DXB,636.2,636,December,
LIT,DXB,1031.99,1032,December,
LGW,DXB,662.23,922,October,
MAA,DXB,299.35,313,December,
FRA,DXB,555.043,555,December,
WAW,DXB,746.01,746,December,
CMB,DXB,447.8,612,May,
BEN,DXB,587.125,587,December,
IAH,DXB,695.96,776,November,
OAK,DXB,1448.27,1642,October,
TPA,DXB,1345.26,1345,December,
EZE,DXB,1728.43,1728,December,
LNK,DXB,1399.8,1400,February,
PER,DXB,1190.59,1191,October,
AEP,DXB,2218.83,2219,December,
CDG,DXB,521,521,November,
BNA,DXB,1333.61,1334,November,
MEL,DXB,1659.48,1659,December,
BLR,DXB,373.308,491,December,
MUC,DXB,346.94,363,November,
DIU,DXB,1453.49,1453,July,
CGK,DXB,748.8,749,December,
SAN,DXB,1079.33,1079,October,
MSP,DXB,1332.86,1333,December,
ORY,DXB,629.6,630,November,
LCY,DXB,844.44,1042,October,
HOU,DXB,732.1,865,November,
ZRH,DXB,387.45,387,November,
PSP,DXB,1350.07,1350,October,
TMP,DXB,2817.67,2818,December,
OKC,DXB,1067.23,1067,October,
TKU,DXB,1141.81,1142,December,
DFW,EAU,494.5,495,December,
DAL,EAU,595.5,596,December,
OKC,EAU,553.969,554,December,
YQT,EBB,1067.97,1260,January,
YYZ,EBB,906,1146,November,
YWG,EBB,1088,1088,October,
HSV,EBB,1413.91,1442,November,
JFK,EBB,883.2,1059,January,
LAX,EBB,1164.32,1185,November,
EWR,EBB,1035.29,1447,January,
IAD,EBB,882.37,1120,January,
DFW,EBB,1083.66,1099,November,
ORD,EBB,1009.18,1049,November,
DCA,EBB,1474.7,1475,May,
MAN,EBB,453.9,454,November,
LGA,EBB,1076.07,2005,January,
ATL,EBB,1173.04,1173,November,
BHM,EBB,1474.02,2057,November,
BWI,EBB,1061.57,1255,January,
YTZ,EBB,1021.03,1247,November,
BOS,EBB,1898.4,1898,December,
BNA,EBB,2028.75,2029,December,
DEN,EBB,1436.02,1436,December,
PHL,EBB,1180.74,1235,January,
ROC,EBB,1345.83,1720,November,
BUF,EBB,1601.02,1759,November,
LGW,EBB,439.14,439,November,
LHR,EBB,471.66,472,November,
ONT,EBB,1339.16,1382,November,
MDW,EBB,1054.84,1129,November,
MQT,EBB,1776.86,2327,December,
SYR,EBB,1345.83,2777,November,
DLH,EBB,2271.04,2591,January,
OKC,EBB,1338.39,1382,October,
SNA,EBB,1341.66,1342,November,
LCY,EBB,494.21,494,November,
