DepartureCode,ArrivalCode,LowestPriceUSD,AveragePriceUSD,CheapestMonth
BUF,MAZ,217.6,406,October,
DFW,MAZ,221.6,349,November,
DAL,MAZ,221.6,386,November,
HPN,MAZ,224.11,450,November,
SLC,MAZ,604.54,605,November,
ORD,MAZ,215.6,381,November,
FLL,MAZ,140.1,316,October,
MIA,MAZ,150.6,349,October,
JAX,MAZ,519.5,520,November,
SFO,MAZ,243.6,422,October,
IAD,MAZ,266.61,757,October,
LAS,MAZ,249.6,527,October,
TPA,MAZ,393.5,394,December,
PHX,MAZ,311.11,409,November,
BWI,MAZ,275.1,841,October,
DCA,MAZ,200.6,683,October,
OAK,MAZ,257.6,581,October,
TLH,MAZ,303.09,387,October,
MCI,MAZ,792.4,792,May,
SJC,MAZ,377.6,515,October,
HVN,MAZ,633.7,646,November,
PHL,MAZ,1139.35,1139,December,
ORH,MAZ,486.43,517,November,
MLB,MAZ,369.1,507,November,
SAV,MAZ,2308.6,2309,July,
YKF,MAZ,,,,
YYZ,MAZ,,,,
PBI,MAZ,318.92,562,October,
JFK,MBJ,166.915,375,October,
LGA,MBJ,168.739,367,October,
EWR,MBJ,194.6,377,November,
RDU,MBJ,239.1,351,November,
BWI,MBJ,166.039,402,November,
DCA,MBJ,167.607,386,November,
IAD,MBJ,186.22,421,November,
PHL,MBJ,223.27,457,November,
HPN,MBJ,188.7,416,November,
BOS,MBJ,166.385,343,October,
FLL,MBJ,111.5,263,November,
ORD,MBJ,235.1,388,November,
GSO,MBJ,277.277,373,October,
LAX,MBJ,254.7,687,November,
LYH,MBJ,370.005,460,November,
MSP,MBJ,188.6,422,December,
MIA,MBJ,148.262,350,November,
IAH,MBJ,206.2,537,October,
AUS,MBJ,495.157,578,October,
DEN,MBJ,198.6,438,October,
YYZ,MBJ,222,324,November,
PVD,MBJ,164.576,359,October,
PBI,MBJ,252.5,689,November,
HOU,MBJ,196.6,673,October,
CMH,MBJ,521.28,542,November,
CLT,MBJ,257.68,521,October,
ATL,MBJ,203.7,381,November,
MHT,MBJ,164.576,377,October,
SNA,MBJ,329.082,797,November,
MCO,MBJ,115.6,276,October,
DFW,MBJ,215.1,712,November,
STL,MBJ,499.754,500,November,
BDL,MBJ,167.006,269,November,
PHX,MBJ,262.49,510,October,
PWM,MBJ,167.289,290,October,
LGB,MBJ,266.485,812,November,
YUL,MBJ,540.87,541,November,
RIC,MBJ,338.095,408,November,
YEG,MBJ,294.076,612,November,
DTW,MBJ,199.786,523,November,
SAT,MBJ,485.126,572,October,
DAY,MBJ,525.63,648,December,
BUF,MBJ,168.284,249,November,
CVG,MBJ,260.975,584,October,
CLL,MBJ,412.844,712,December,
SBN,MBJ,323.372,1204,November,
LAS,MBJ,244.1,244,October,
ONT,MBJ,744.76,776,February,
BPT,MBJ,396.746,744,December,
DAL,MBJ,290.252,508,November,
SAN,MBJ,848.76,849,November,
SFO,MBJ,207.217,207,November,
BUR,MBJ,286.1,741,November,
PIT,MBJ,347.18,403,December,
IND,MBJ,197.981,474,October,
PDX,MBJ,372.01,372,November,
AMS,MBJ,1462.82,1463,July,
ALB,MBJ,482.7,483,December,
MEM,MBJ,375.21,375,October,
PHX,MBS,233.978,388,November,
LGA,MBS,276.65,326,December,
DEN,MBS,199.05,297,November,
IAH,MBS,324.124,442,May,
DFW,MBS,223.018,310,November,
EWR,MBS,139.05,385,November,
SFO,MBS,254.05,363,November,
OAK,MBS,351.773,1554,December,
OKC,MBS,281.47,340,November,
HOU,MBS,328.029,411,May,
RDU,MBS,369.865,370,October,
TPA,MBS,113.054,285,October,
ATL,MBS,422.893,433,February,
TUS,MBS,223.179,411,November,
COS,MBS,212.38,345,October,
FLL,MBS,148.512,149,December,
LAS,MBS,171.188,294,October,
GSO,MBS,503.053,503,October,
MIA,MBS,431.92,432,December,
MCO,MBS,127.76,364,October,
SBN,MBS,297.354,297,October,
ORD,MBS,223.714,224,October,
BWI,MBS,89.0375,123,October,
PBI,MBS,554.8,555,December,
DAL,MBS,517.077,551,November,
JFK,MBS,315.879,598,October,
MCO,MCN,140.55,156,October,
DEN,MCN,339.8,340,October,
LGB,MCN,503.5,682,April,
LAX,MCN,461,462,April,
PIT,MCN,393.8,394,October,
ORD,MCN,461.25,461,October,
TPA,MCN,688,688,April,
IAD,MCT,788.81,789,November,
BWI,MCT,1228.2,1228,November,
DCA,MCT,998.06,998,November,
ORD,MCT,728.39,728,November,
MKE,MCT,1053.48,1053,November,
MDW,MCT,870.463,870,November,
PHL,MCT,1227.48,1227,November,
AUH,MCT,107.628,108,November,
EWR,MCT,936.469,936,November,
DXB,MCT,157.794,158,November,
JFK,MCT,823.607,824,November,
SBN,MCT,1394.02,1394,November,
MSN,MCT,1164.56,1165,November,
LGA,MCT,943.93,944,November,
AAN,MCT,164.787,165,November,
SJO,MCZ,1804.73,1972,November,
GIG,MCZ,964.011,1051,December,
SDU,MCZ,963.112,1010,December,
LIR,MCZ,2742.83,2743,November,
XNA,MCZ,1877.68,1878,December,
JFK,MDE,328.387,556,March,
EWR,MDE,301.098,549,March,
LGA,MDE,275.627,561,March,
MIA,MDE,379.83,466,November,
FLL,MDE,370.6,495,October,
PHL,MDE,495.9,869,November,
YYZ,MDE,479.426,815,January,
IAD,MDE,530.105,693,October,
DCA,MDE,466.016,670,October,
BOS,MDE,165.1,630,November,
BWI,MDE,687.58,896,October,
LAS,MDE,684.5,766,November,
TPA,MDE,455.2,588,October,
SFO,MDE,592.753,683,October,
ORD,MDE,435.5,612,October,
DEN,MDE,449.2,721,November,
PSP,MDE,823.256,1036,November,
ATL,MDE,515.2,823,November,
HPN,MDE,399,688,December,
DFW,MDE,467.2,533,January,
LHR,MDE,1951.8,1952,December,
SJC,MDE,850.69,897,November,
LAX,MDE,772.6,1213,December,
PHX,MDE,565.2,865,November,
PVD,MDE,304.879,676,November,
DAL,MDE,871.7,887,January,
BUF,MDE,250.255,793,January,
IAH,MDE,1094.6,1294,December,
SEA,MDE,972.594,1088,June,
PBI,MDE,802.94,1383,October,
MHT,MDE,509.963,929,November,
SNA,MDE,1007.65,1149,December,
HOU,MDE,1498.8,1533,December,
GSP,MDE,1020.2,1020,December,
MCO,MDE,547.459,581,October,
ICT,MDE,1228.84,1229,December,
LCY,MDE,2080.05,2080,December,
ONT,MDE,1139,1220,December,
COS,MDE,836.558,933,October,
BPT,MDE,1244.3,1252,December,
PDX,MDE,1075.55,1076,June,
ABQ,MDE,946.329,1073,November,
AUS,MDE,967.154,967,December,
CHA,MDE,890.403,1086,November,
TUS,MDE,988.14,992,November,
OKC,MDE,932.025,948,January,
SAT,MDE,1263.47,1263,December,
YVR,MDE,1361.36,1368,January,
MSY,MDE,783.88,784,December,
ORH,MDE,341.35,679,November,
BHM,MDE,723.281,723,November,
PIT,MDE,1104.27,1104,December,
CLT,MDE,1006.26,1006,December,
SMF,MDE,1519.59,1520,December,
MAD,MDE,1184.59,1185,October,
CCS,MDE,565.97,566,December,
YYC,MDE,969.985,970,January,
OAK,MDE,1089.3,1106,November,
LIN,MDE,1561.91,1562,March,
DFW,MED,1416.08,1423,February,
IAH,MED,948.76,949,January,
JFK,MED,942.9,1092,January,
SFO,MED,1315.12,1423,February,
HOU,MED,1247.36,1404,November,
EWR,MED,1162.1,1779,January,
SJC,MED,1729.8,1793,February,
LGA,MED,1162.1,1609,January,
DAL,MED,1187.4,3552,February,
IAD,MED,909.399,1281,January,
OAK,MED,1840.8,1864,February,
DCA,MED,1346.2,2705,January,
PHL,MED,1356.94,1710,January,
OKC,MED,1827.25,1827,February,
CLL,MED,1823.15,2086,November,
HPN,MED,1645.34,2574,January,
BWI,MED,2580.51,2581,December,
DFW,MEI,199.038,199,December,
LAS,MEI,243.336,297,November,
MKE,MEI,317.256,317,November,
HNL,MEI,693.502,963,November,
LAX,MEI,854.898,855,November,
YQT,MEL,1651.35,2008,December,
MQT,MEL,2054.16,2940,December,
YYZ,MEL,1026.55,1927,January,
LAX,MEL,1324.03,1701,November,
YVR,MEL,1385.07,1385,February,
IAD,MEL,969.51,1916,November,
SFO,MEL,1036.82,1574,January,
JFK,MEL,821.87,1705,November,
EWR,MEL,963.01,1725,November,
CMH,MEL,1614.53,1615,November,
DCA,MEL,996.03,2024,November,
YUL,MEL,1459.52,1675,December,
YEG,MEL,1479.11,1479,February,
BOM,MEL,899.534,900,March,
STL,MEL,1042.44,1395,April,
PIT,MEL,1938.44,2332,May,
BUF,MEL,1545.48,2686,January,
IAH,MEL,2150.66,2151,December,
BWI,MEL,996.03,2344,November,
PHX,MEL,1465.31,1666,November,
MSP,MEL,2720.03,2720,December,
YYC,MEL,1483.49,1483,February,
AMD,MEL,988.545,989,March,
LGB,MEL,1664.54,2499,November,
LGA,MEL,963.01,2005,November,
OAK,MEL,1087.4,1808,January,
SNA,MEL,1541.96,2289,November,
SJC,MEL,1246.6,1889,January,
PHL,MEL,989.907,2133,November,
LAS,MEL,1519.59,1520,November,
SIN,MEL,311.7,574,December,
DEN,MEL,1629.98,1630,November,
BUR,MEL,1452.84,2315,November,
ATL,MEL,1861.99,1862,November,
MAA,MEL,746.17,750,February,
DUB,MEL,1038,1104,December,
PDX,MEL,2773.9,2774,December,
YYJ,MEL,1619.76,1620,February,
MKE,MEL,1720.63,1721,February,
HPN,MEL,1016.03,1998,November,
EDI,MEL,1582.6,1583,January,
HBA,MEL,277.4,277,May,
TLH,MEL,1849.79,1850,November,
TLV,MEL,1728.94,1729,October,
LGW,MEL,1352.47,1352,December,
DAY,MEL,1876.88,1877,November,
LHR,MEL,1379.56,1380,December,
SPI,MEL,1082.91,2145,April,
YKF,MEL,1234.51,4111,January,
CLL,MEL,2818.65,2819,December,
YHM,MEL,3150.71,3151,January,
GLA,MEL,2107.51,2108,January,
KUL,MEL,377.116,562,May,
SYD,MEL,59.01,97,November,
BNE,MEL,238.57,239,May,
BLR,MEL,772.765,791,April,
MHT,MEL,1653.63,1654,February,
BOS,MEL,1684.76,1685,February,
BDQ,MEL,1079.74,1080,March,
PER,MEL,144.96,224,April,
DCA,MEM,198.881,335,October,
BWI,MEM,100.79,184,October,
DTW,MEM,98.6,270,November,
YYZ,MEM,222.145,346,November,
SNA,MEM,143.349,284,October,
BOS,MEM,156.493,281,October,
RIC,MEM,207.88,293,October,
IAD,MEM,113.389,321,October,
MCO,MEM,111.947,187,October,
DEN,MEM,79.1925,153,November,
MKE,MEM,147.55,282,November,
LAX,MEM,143.349,236,October,
LGA,MEM,159.035,280,October,
SFO,MEM,155.05,335,October,
PHX,MEM,132.471,320,November,
RDU,MEM,156.493,248,November,
PHL,MEM,170.984,280,November,
ORF,MEM,253.1,253,July,
SEA,MEM,183.65,302,October,
DFW,MEM,45.4596,136,November,
MSP,MEM,143.013,208,November,
MSY,MEM,270.15,352,December,
ATL,MEM,131.454,204,November,
CMH,MEM,158.1,310,October,
EWR,MEM,180.178,311,October,
YQG,MEM,317.33,740,November,
LAS,MEM,143.051,261,October,
DAL,MEM,91.95,212,November,
SAN,MEM,144.05,294,November,
ORD,MEM,113.569,178,November,
SAT,MEM,153.472,261,October,
PHF,MEM,147.586,273,October,
MHT,MEM,156.493,304,October,
SJC,MEM,178.992,372,April,
MCI,MEM,200.95,201,October,
TPA,MEM,111.947,208,October,
COS,MEM,287.833,320,October,
IAH,MEM,126.276,148,April,
YTZ,MEM,350.306,379,November,
OAK,MEM,208.05,562,October,
JFK,MEM,250.176,291,November,
PVD,MEM,186.366,283,November,
SMF,MEM,542.15,542,November,
ONT,MEM,196.55,344,November,
DAY,MEM,200.943,308,October,
PIT,MEM,164.55,246,November,
BTV,MEM,280.05,343,November,
MSN,MEM,169.906,350,November,
YKF,MEM,198.264,349,November,
TUS,MEM,179.911,378,November,
SRQ,MEM,131.808,236,October,
CLT,MEM,111.55,204,November,
HOU,MEM,127.631,158,December,
JAX,MEM,316.787,317,May,
BUF,MEM,182.189,290,November,
CHA,MEM,131.454,259,November,
TOL,MEM,299.611,308,November,
OKC,MEM,155.097,229,November,
AUS,MEM,153.472,244,October,
ATL,MEX,207.12,435,October,
ORD,MEX,205.88,536,November,
LAX,MEX,142.88,338,October,
BHM,MEX,299.97,453,October,
CHA,MEX,368.63,510,October,
LGB,MEX,228.578,336,October,
SNA,MEX,142.88,310,October,
BUR,MEX,206.38,339,October,
ONT,MEX,203.26,319,October,
MSP,MEX,289.38,476,October,
RDU,MEX,334.38,489,October,
IAD,MEX,332.69,558,October,
JFK,MEX,242.27,523,October,
DCA,MEX,300.37,527,October,
SMF,MEX,352.49,398,December,
YVR,MEX,258.122,424,October,
SFO,MEX,134.71,484,May,
EWR,MEX,334.59,534,October,
BWI,MEX,311.69,638,October,
BOS,MEX,332.26,588,November,
OAK,MEX,171.142,406,November,
LGA,MEX,362.99,585,October,
SEA,MEX,209.22,438,May,
YYZ,MEX,243.484,443,October,
PHX,MEX,248.753,370,November,
PHL,MEX,327.88,560,October,
SLC,MEX,252.134,462,October,
SJC,MEX,187.187,378,November,
AUS,MEX,188.861,432,October,
SAT,MEX,112.76,237,October,
MIA,MEX,371.38,452,October,
MCO,MEX,177.52,347,April,
CLT,MEX,348.76,535,November,
MCI,MEX,271.38,396,November,
BDL,MEX,610.78,611,November,
FLL,MEX,314.26,483,November,
YUL,MEX,232.697,330,November,
PDX,MEX,246.686,475,November,
DTW,MEX,323.07,327,October,
MHT,MEX,360.028,562,November,
BUF,MEX,367.59,543,October,
DFW,MEX,326.59,390,November,
COS,MEX,283.38,343,October,
DEN,MEX,261.37,398,November,
PSC,MEX,520.04,520,February,
CLE,MEX,256.38,348,October,
GSO,MEX,352.664,602,October,
LAS,MEX,200.88,329,October,
PVD,MEX,360.028,547,November,
MDW,MEX,253.17,653,November,
SBA,MEX,743.13,743,December,
RTM,MEX,1797.88,1896,July,
AMS,MEX,1609.8,1668,July,
GSP,MEX,338.478,520,November,
IAH,MEX,320.11,461,October,
YYJ,MEX,260.913,515,October,
HOU,MEX,381.12,492,October,
RST,MEX,352.7,599,October,
YQG,MEX,329.214,546,November,
DFW,MFE,97.4733,170,October,
SJC,MFE,448.15,448,October,
ATL,MFE,239.65,283,November,
MSP,MFE,271.05,343,November,
SLC,MFE,301.7,405,July,
ORD,MFE,261.05,310,November,
OAK,MFE,492.15,492,October,
IAH,MFE,103.62,184,November,
SFO,MFE,463.2,463,October,
OKC,MFE,233.842,285,November,
AMA,MFE,164.052,240,May,
DEN,MFE,188.55,263,October,
PHX,MFE,229.65,288,December,
LGA,MFE,330.65,376,January,
SEA,MFE,238.55,285,November,
DAL,MFE,104.761,251,October,
EWR,MFE,315.55,348,December,
HOU,MFE,157.723,319,November,
GSO,MFE,544.2,544,December,
BPT,MFE,143.968,276,November,
COS,MFE,290.964,313,November,
YYZ,MFE,703.901,704,March,
CHA,MFE,274.522,331,December,
DCA,MFE,246.811,343,December,
IAD,MFE,291.524,371,December,
YVR,MFE,379.16,524,November,
TUS,MFE,291.873,311,November,
BWI,MFE,331.765,394,December,
ACT,MFE,250.509,282,October,
RST,MFE,337.128,476,October,
YKF,MFE,681.788,682,March,
STC,MFE,397.591,404,October,
CLT,MFE,506.377,506,December,
RDU,MFE,630.516,631,December,
LEX,MFE,422.694,423,October,
SDF,MFE,305.539,306,October,
MKE,MFE,310.62,311,January,
MSN,MFE,378.938,379,January,
VEL,MFE,313.325,421,July,
TVC,MFE,362.63,363,February,
JFK,MFE,364.849,387,January,
CLL,MFE,501.8,502,May,
MBS,MFE,625.287,625,February,
YHM,MFE,1257.72,1258,March,
PHL,MFE,405.388,425,January,
DEN,MFR,190.65,268,October,
DFW,MFR,221.05,425,November,
BNA,MFR,255.1,559,November,
SFO,MFR,118.119,210,October,
OAK,MFR,118.119,210,October,
LAS,MFR,108.14,163,November,
LAX,MFR,118.6,168,October,
PHX,MFR,122.062,253,October,
MIA,MFR,292.401,513,November,
ORD,MFR,240.982,241,November,
FLL,MFR,264.163,529,November,
ATL,MFR,281.05,382,November,
BUR,MFR,118.6,175,October,
SJC,MFR,118.119,224,October,
SYR,MFR,866.658,867,March,
YYZ,MFR,519.26,519,March,
SDF,MFR,290.252,630,November,
HSV,MFR,334.013,635,November,
OKC,MFR,265.374,443,November,
COS,MFR,229.549,338,October,
DAL,MFR,550.55,641,November,
ORF,MFR,925.113,925,June,
MDW,MFR,534.65,535,November,
SMF,MFR,479.585,480,November,
JAX,MFR,906.764,907,December,
SNA,MFR,118.78,174,October,
TUS,MFR,240.48,410,October,
PRC,MFR,269.629,512,October,
SBN,MFR,291.856,292,November,
BHM,MFR,400.977,489,November,
LGB,MFR,272.6,309,October,
LAX,MGA,175.1,472,October,
YYZ,MGA,405.664,620,October,
MIA,MGA,325.6,514,October,
SFO,MGA,498.1,657,October,
ORD,MGA,265.1,515,October,
SJC,MGA,422.6,691,October,
FLL,MGA,145.6,515,October,
JFK,MGA,440.6,579,November,
IAH,MGA,173.2,359,October,
EWR,MGA,460.536,638,November,
SNA,MGA,422.6,691,October,
LGA,MGA,469.478,579,November,
ATL,MGA,135.1,388,October,
ONT,MGA,417.2,707,October,
PHX,MGA,509.7,661,October,
BUR,MGA,408.1,672,October,
ABQ,MGA,656.54,657,January,
SBA,MGA,425.657,645,October,
DEN,MGA,505.6,616,October,
COS,MGA,436.1,515,October,
SAT,MGA,553.471,553,December,
PHL,MGA,415.824,573,November,
LAS,MGA,710.05,710,July,
ROC,MGA,505.752,744,October,
BOS,MGA,570.98,571,March,
EYW,MGA,817.431,982,December,
MRY,MGA,430.069,721,October,
SMF,MGA,430.069,740,October,
BUF,MGA,505.752,709,October,
SEA,MGA,434.35,589,November,
STL,MGA,826.5,827,January,
DAY,MGA,599.533,600,December,
LGB,MGA,636.89,934,October,
SYR,MGA,432.859,699,October,
TPA,MGA,336.7,337,January,
AUS,MGA,514.415,702,December,
DFW,MGA,266.1,431,October,
IAD,MGA,416.6,558,November,
RSW,MGA,437.575,969,October,
BNA,MGA,712.64,713,November,
BWI,MGA,416.6,528,November,
DCA,MGA,416.6,535,November,
SAF,MGA,754.3,754,January,
PBI,MGA,460.7,1052,October,
HSV,MGA,491.624,705,October,
YTZ,MGA,558.001,931,October,
TYS,MGA,493.449,690,October,
DAL,MGA,381.6,488,December,
BPT,MGA,594.792,808,December,
BHM,MGA,491.56,649,May,
SDF,MGA,685.866,699,November,
SBN,MGA,405.465,927,October,
TUS,MGA,528.04,721,October,
MKE,MGA,544.901,886,October,
HOU,MGA,572.6,802,December,
BDL,MGA,490.681,849,November,
OAK,MGA,535.1,995,October,
YXU,MGA,402.262,686,October,
FMN,MGA,1132.97,1133,January,
PSP,MGA,854.732,855,July,
CLT,MGM,248.708,249,April,
LAX,MGM,473.926,474,October,
HNL,MGM,1102.15,1102,December,
ALB,MGM,311.634,384,October,
BUF,MGM,312.271,388,November,
TYR,MGM,440.653,441,April,
LAS,MGM,407.245,407,October,
JFK,MGM,312.393,314,January,
YYZ,MGM,226.779,327,November,
DTW,MGM,312.986,358,November,
BAH,MGM,1382.27,1382,November,
CUR,MGM,778.025,778,October,
EWR,MGM,331.631,332,January,
HKG,MGM,2594.4,2594,May,
LGA,MGM,315.258,323,October,
YYZ,MHD,896.065,1164,November,
PHX,MHD,1402.36,1469,November,
DFW,MHD,1133.17,1227,November,
JFK,MHD,1066.89,1109,May,
DAL,MHD,3953.66,3970,November,
EWR,MHD,1073.92,1112,May,
YTZ,MHD,2288.16,5099,May,
LGA,MHD,1150.68,1172,October,
HAM,MHD,1142.44,1142,October,
BUF,MHD,1374.65,1400,November,
TUS,MHD,1574.46,1574,November,
SYR,MHD,1374.65,1400,November,
ROC,MHD,1374.65,1400,November,
YKF,MHD,3180.93,5541,October,
DCA,MHD,1278.11,1278,October,
PHL,MHD,1517.76,1518,October,
IAD,MHD,1236.76,1237,October,
TSN,MHD,1661.51,1662,October,
LEX,MHK,662.2,662,December,
MDE,MHK,,,,
BOG,MHK,,,,
SDF,MHK,580.545,581,December,
CVG,MHK,972.976,973,December,
BGA,MHK,,,,
YYT,MHT,235.752,236,April,
SFO,MHT,242.63,541,October,
YYZ,MHT,167.795,394,November,
IAH,MHT,129.895,336,January,
DCA,MHT,78.7668,185,October,
MSP,MHT,169,459,November,
CMH,MHT,147.936,255,October,
LAX,MHT,165.211,255,October,
ORD,MHT,141.459,317,October,
SJC,MHT,569.4,989,July,
PHL,MHT,104.29,255,November,
SEA,MHT,198.881,386,November,
TPA,MHT,116.921,227,November,
IND,MHT,155.039,284,October,
DTW,MHT,132.082,334,October,
DAY,MHT,146.132,251,October,
DEN,MHT,164.541,319,November,
YVR,MHT,219.579,504,November,
MEM,MHT,182.182,280,November,
SLC,MHT,253.538,519,November,
CLE,MHT,205.337,310,October,
ATL,MHT,176.383,223,October,
MKE,MHT,129.503,331,October,
RDU,MHT,139.041,254,November,
MCI,MHT,166.717,173,December,
DFW,MHT,152.05,211,October,
YUL,MHT,203.623,227,November,
PHX,MHT,223.893,303,November,
EWR,MHT,154.336,295,April,
FLL,MHT,195.806,361,October,
DBQ,MHT,512.7,513,October,
BOI,MHT,279.65,358,October,
BWI,MHT,88.3902,237,November,
IAD,MHT,124.416,376,October,
MCO,MHT,119.512,226,December,
SAN,MHT,159.938,543,November,
SNA,MHT,183.621,236,October,
HOU,MHT,396.9,618,July,
LHR,MHT,922.794,1083,April,
LGA,MHT,136.787,239,November,
MIA,MHT,266.65,351,October,
CRW,MHT,335.2,335,November,
SAV,MHT,157.492,314,November,
JFK,MHT,138.55,310,October,
AMS,MHT,990.2,1745,March,
CVG,MHT,239.569,333,October,
JAX,MHT,164.55,279,November,
PNS,MHT,324.728,346,December,
OMA,MHT,193.482,401,November,
MLI,MHT,267.006,351,October,
SBN,MHT,266.652,313,November,
BUR,MHT,183.55,537,October,
HNL,MHT,549.116,651,October,
BNA,MHT,154.704,283,October,
STC,MHT,357.309,521,November,
STL,MHT,362.95,499,December,
YQG,MHT,364.78,515,October,
ONT,MHT,188.109,391,November,
KHI,MHT,2277.05,2277,July,
LGA,MIA,126.799,265,December,
YUL,MIA,182.662,307,October,
EWR,MIA,126.597,284,November,
JFK,MIA,110.32,278,November,
YYZ,MIA,175.094,342,November,
PHL,MIA,122.804,255,November,
SFO,MIA,184.618,346,January,
DTW,MIA,123.183,278,November,
BWI,MIA,94.8782,212,October,
DCA,MIA,102.039,226,October,
MCI,MIA,163.421,328,December,
BOS,MIA,219.906,322,May,
LAX,MIA,189.915,371,October,
IAD,MIA,102.039,233,October,
YQM,MIA,204.782,399,November,
BUF,MIA,250.388,384,November,
RDU,MIA,69.6285,201,November,
MSP,MIA,188.05,409,November,
ORD,MIA,131.53,321,November,
DAY,MIA,231.55,336,November,
CVG,MIA,141.732,303,November,
IND,MIA,134.55,238,November,
YVR,MIA,238.185,536,November,
ATL,MIA,118.9,226,May,
FOE,MIA,817.563,818,December,
ALB,MIA,176.05,356,February,
GSO,MIA,110.568,248,December,
CLT,MIA,152.821,306,November,
SNA,MIA,171.654,401,October,
YQG,MIA,245.447,618,November,
OMA,MIA,207.1,381,November,
SJC,MIA,238.6,635,October,
DEN,MIA,122.069,271,November,
YTZ,MIA,186.003,406,November,
PHX,MIA,161.858,359,November,
BOG,MIA,507.846,547,December,
CLE,MIA,192.05,427,October,
YYG,MIA,255.074,511,November,
DFW,MIA,138.721,369,October,
STL,MIA,166.484,320,October,
PIT,MIA,103.533,204,October,
BHM,MIA,173.902,343,December,
SJU,MIA,213.654,276,December,
SEA,MIA,182.017,445,November,
SLC,MIA,497.088,567,January,
CMH,MIA,128.771,250,November,
YKF,MIA,307.793,511,February,
ROC,MIA,230.693,368,October,
HSV,MIA,135.715,326,October,
MHT,MIA,249.577,417,February,
MDE,MIA,478.96,598,December,
MDW,MIA,131.53,547,November,
BDL,MIA,105.308,221,November,
TUS,MIA,197.628,377,October,
SDF,MIA,179.949,295,October,
RST,MIA,306.847,392,October,
MSY,MIA,212.5,326,November,
PDX,MIA,301.6,440,October,
YYC,MIA,199.063,442,October,
LAX,MID,298.066,495,November,
ORD,MID,306.03,621,November,
YUL,MID,381.783,489,November,
MIA,MID,304.79,487,December,
PHX,MID,345.88,698,November,
DFW,MID,370.88,438,February,
SFO,MID,324.98,614,October,
FLL,MID,459.265,747,January,
ATL,MID,368.88,491,November,
IAH,MID,396.38,479,November,
LAS,MID,297.49,397,November,
DAL,MID,459.88,530,February,
PWM,MID,476.804,650,October,
OAK,MID,301.67,629,October,
EWR,MID,444.755,627,November,
JFK,MID,463.03,572,November,
SJC,MID,316.67,762,October,
LGB,MID,476.02,824,November,
SNA,MID,475.738,732,November,
DEN,MID,421.675,713,November,
PRC,MID,483.507,729,November,
LGA,MID,446.541,618,November,
MEM,MID,724.545,725,November,
HPN,MID,538.36,655,November,
BUR,MID,436.52,618,November,
SBN,MID,481.538,625,November,
TUS,MID,559.85,1375,November,
BOS,MID,474.069,557,October,
OKC,MID,464.958,591,February,
PBI,MID,590.576,658,December,
IAD,MID,517.094,567,November,
RDU,MID,423.904,625,November,
TYS,MID,836.768,837,February,
PDX,MID,764.893,765,October,
MDW,MID,915.373,915,July,
CHS,MID,1044.32,1044,April,
BHM,MID,467.117,591,November,
PSP,MID,280.609,444,November,
RST,MID,1042.91,1043,April,
GRR,MID,718.692,719,January,
HOU,MID,587.88,588,November,
DCA,MID,517.094,567,November,
LAX,MKE,161.05,298,October,
SNA,MKE,152.122,313,October,
YYZ,MKE,163.172,270,October,
DCA,MKE,127.527,207,November,
BOS,MKE,128.771,300,November,
BWI,MKE,127.527,211,November,
IAD,MKE,126.55,208,November,
LGB,MKE,222.05,423,October,
LGA,MKE,123.017,214,November,
TPA,MKE,118.256,241,November,
AUS,MKE,163.421,269,October,
EWR,MKE,132.13,217,November,
CLT,MKE,140.759,229,November,
DEN,MKE,80.1063,190,November,
BNA,MKE,154.785,291,November,
PHX,MKE,117.357,231,October,
FLL,MKE,138.2,262,October,
OMA,MKE,143.55,222,November,
RSW,MKE,102.933,224,November,
IAH,MKE,130.214,260,November,
ATL,MKE,129.55,286,November,
STL,MKE,118.05,178,November,
PHL,MKE,155.05,226,November,
ONT,MKE,249.7,297,October,
HOU,MKE,195.321,318,November,
COS,MKE,290.005,344,January,
PBI,MKE,140.043,287,October,
SEA,MKE,157.05,261,October,
BUR,MKE,218.05,450,October,
MHT,MKE,128.771,313,November,
YKF,MKE,345.408,380,October,
MSP,MKE,97.55,164,November,
SFO,MKE,137.871,227,October,
DFW,MKE,127.527,182,October,
ABQ,MKE,310.6,311,July,
MCO,MKE,130.081,185,November,
LAS,MKE,143.65,244,November,
JAN,MKE,417.2,417,October,
SAT,MKE,171.502,280,October,
CHA,MKE,195.84,325,November,
RDU,MKE,158.921,310,November,
BUF,MKE,191.001,282,October,
GRK,MKE,246.029,382,October,
JFK,MKE,132.13,187,November,
GSP,MKE,137.126,275,November,
PVD,MKE,128.771,201,November,
PDX,MKE,138,247,November,
CMB,MKE,1601.09,1601,January,
CRP,MKE,536.317,536,November,
OAK,MKE,217.05,511,October,
MIA,MKE,189.55,301,October,
LNK,MKE,211.331,294,November,
SDF,MKE,165.584,286,November,
EYW,MKE,228.05,384,November,
SYR,MKE,309.15,309,October,
SUX,MKE,232.282,334,November,
DAL,MKE,189.05,270,October,
SVO,MKE,1988.7,1989,July,
TUS,MKE,180.237,293,November,
MSY,MKE,397.421,397,October,
SEA,MKG,199.93,466,December,
YVR,MKG,344.58,740,December,
MSP,MKG,250.7,319,November,
TPA,MKG,177.723,421,November,
FLL,MKG,258.609,343,November,
LAS,MKG,404.188,442,December,
STC,MKG,206.98,264,November,
LGA,MKG,380.7,409,December,
SFO,MKG,415.919,444,November,
EWR,MKG,413.3,425,December,
PDX,MKG,213.516,433,December,
